οργανων	οργανώνω	组织，安排	to organise	动
δεκαημερ	δεκαήμερο, το	十天（假期）	ten-day period	中
ακτοπλοικ	ακτοπλοϊκός, -ή, -ό	海运的（ακτοπλοϊκά εισιτήρια 船票）	coastal shipping	形
δεκαπενθημερ	δεκαπενθήμερο, το	半个月，两周	fortnight	中
ερημικ	ερημικός, -ή, -ό	僻静的	secluded	形
ακυρων	ακυρώνω	取消	to cancel	动
πανεμορφ	πανέμορφος, -η, -ο	美极了的	gorgeous	形
κλεισ	κλείνω	关；预订（κλείνω εισιτήρια 订票）	to close; to book	动
αποφασισ	αποφασίζω	决定	to decide	动
ταξιδεψ	ταξιδεύω	旅行	to travel	动
οργανωσ	οργάνωση, η	组织（名）	organisation	阴
απαγορευ	απαγορεύεται	禁止	it is forbidden	动
προσφερ	προσφέρω	提供	to offer	动
αρρωστ	άρρωστος, -η, -ο	生病的	ill	形
ευχαριστημεν	ευχαριστημένος, -η, -ο	满意的	pleased	形
εκδοσ	έκδοση, η	出版；版本	edition; issue	阴
νοικιασ	νοικιάζω	租	to rent	动
διαμον	διαμονή, η	住宿	accommodation	阴
πιθαν	πιθανός, -ή, -ό	可能的	likely	形
τουριστικ	τουριστικός, -ή, -ό	旅游的	tourist (adj)	形
καμπινγκ	κάμπινγκ, το	露营；营地	camping	中
λιγακ	λιγάκι	一点点	a little	副
συνομιλ	συνομιλώ	交谈	to converse	动
ενοικιαζομεν	ενοικιαζόμενος, -η, -ο	出租的（ενοικιαζόμενα δωμάτια 出租房）	for rent	形
ντρεπ	ντρέπομαι	害羞；不好意思	to be shy; to feel embarrassed	动
προγραμ	πρόγραμμα, το	节目；计划	programme; schedule	中
αρμοδ	αρμόδιος, -α, -ο	主管的，负责的	competent; in charge	形
εργων	έργο, το	工程；作品	work; project	中
καλεστ	καλώ	呼叫；打电话	to call	动
τηλεφωνικ	τηλεφωνικά	通过电话	by phone	副
κοντιν	κοντινός, -ή, -ό	近的	nearby	形
γλυπτικ	γλυπτική, η	雕塑	sculpture	阴
ιατρει	ιατρείο, το	诊所	surgery; clinic	中
διαφημιστικ	διαφημιστικός, -ή, -ό	广告的	advertising	形
σεμιναρι	σεμινάριο, το	研讨班	seminar	中
ηρεμησ	ηρεμώ	冷静下来	to calm down	动
τοπικ	τοπικός, -ή, -ό	当地的	local	形
οπωσδηποτ	οπωσδήποτε	一定，务必	definitely; without fail	副
κλιν	κλίνη, η	床位	bed (formal)	阴
ρεσεψιον	ρεσεψιόν, η	前台	reception	阴
αεροπορικω	αεροπορικώς	乘飞机	by air	副
αναχωρησ	αναχώρηση, η	出发	departure	阴
σκοπευ	σκοπεύω	打算	to intend	动
ξεναγησ	ξενάγηση, η	导览，参观讲解	guided tour	阴
περιουσ	περιουσία, η	财产	property; fortune	阴
οδικω	οδικώς	走陆路	by road	副
σιδηροδρομικω	σιδηροδρομικώς	乘火车	by rail	副
ορειν	ορεινός, -ή, -ό	山区的	mountainous	形
καταφυγι	καταφύγιο, το	山间小屋；避难所	refuge; shelter	中
ξεχωριστ	ξεχωριστός, -ή, -ό	特别的，与众不同的	special	形
κλιματ	κλιματισμός, ο	空调（系统）	air conditioning	阳
μοναστηρ	μοναστήρι, το	修道院	monastery	中
τουρ	τουρισμός, ο	旅游业	tourism	阳
σεβοντ	σέβομαι	尊重	to respect	动
ξεναγ	ξεναγός, ο/η	导游	tour guide	阳
υποτακτικ	Υποτακτική, η	虚拟式（语法）	subjunctive	阴
