σιγα	σιγά	慢慢地（σιγά σιγά 渐渐地）	slowly	副
νευρ	νεύρα, τα	神经；火气	nerves; temper	复
ακουγ	ακούγομαι	听起来；被听到	to sound; to be heard	动
χαλασ	χαλάω	弄坏；（食物）变质	to break; to spoil	动
κρατ	κρατάω	拿着；持续	to hold; to last	动
επιστροφ	επιστροφή, η	返回	return	阴
παιδικ	παιδικός, -ή, -ό	儿童的（παιδικά χρόνια 童年）	children's	形
σπιτικ	σπιτικός, -ή, -ό	家常的，自制的	homemade	形
τρελ	τρελός, -ή, -ό	疯的	crazy	形
σωρο	σωρός, ο	一堆（ένα σωρό 一大堆）	heap; loads of	阳
ζητειτ	ζητείται	招聘；征求	wanted; sought	动
μεγαλωσ	μεγαλώνω	长大；养大	to grow up; to raise	动
αφιξ	άφιξη, η	抵达	arrival	阴
εβρεχ	βρέχει	下雨	it rains	动
ατμοσφαιρ	ατμόσφαιρα, η	气氛；大气	atmosphere	阴
πατριδ	πατρίδα, η	祖国，家乡	homeland	阴
τραγωδ	τραγωδία, η	悲剧	tragedy	阴
υπολοιπ	υπόλοιπος, -η, -ο	其余的	remaining	形
βεραντ	βεράντα, η	阳台	veranda	阴
επειτ	έπειτα	然后	then; afterwards	副
εδειξ	δείχνω	展示；指	to show; to point	动
βερεσ	βερεσέ	赊账	on credit	副
χωραφ	χωράφι, το	田地	field	中
περνουσ	περνάω	度过；经过	to pass; to spend (time)	动
γραβατ	γραβάτα, η	领带	tie	阴
βιομηχανικ	βιομηχανικός, -ή, -ό	工业的	industrial	形
παρατατικ	Παρατατικός, ο	未完成过去时（语法）	imperfect tense	阳
