εθνικ	εθνικός, -ή, -ό	国家的（Εθνική Οδός 国道）	national	形
περπατημ	περπάτημα, το	步行，走路	walking	中
κακοκαιρ	κακοκαιρία, η	坏天气	bad weather	阴
ασθενοφορ	ασθενοφόρο, το	救护车	ambulance	中
υψηλ	υψηλός, -ή, -ό	高的（正式用语）	high	形
πεζοπορ	πεζοπορία, η	徒步，远足	hiking	阴
τεμπελ	τεμπέλης, -α, -ικο	懒惰的；（名）懒人	lazy	形
συν	συν	加；（气温）零上	plus	
χειροτερευ	χειροτερεύω	变糟	to get worse	动
πεταξ	πετάω	扔；飞	to throw; to fly	动
ανεβ	ανεβαίνω	上升，上去	to go up	动
στειλ	στέλνω	寄，发送	to send	动
ξεκινησ	ξεκινάω	出发；开始	to set off; to start	动
κλιματιστικ	κλιματιστικό, το	空调	air conditioner	中
οργαν	οργανισμός, ο	机构；机体	organisation; organism	阳
ξαφνικ	ξαφνικά	突然	suddenly	副
ιδιω	ιδίως	尤其	especially	副
τριημερ	τριήμερο, το	三天连休	three-day weekend	中
συλλογ	σύλλογος, ο	协会，社团	association; club	阳
ανετ	άνετος, -η, -ο	舒适的（άνετα 舒服地）	comfortable	形
φυσηξ	φυσάω	刮风；吹	to blow	动
πεθαν	πεθαίνω	死	to die	动
πιθανον	πιθανόν	可能	probably	副
αντηλιακ	αντηλιακό, το	防晒霜	sunscreen	中
δελτι	δελτίο, το	（新闻/天气）简报	bulletin	中
καυσων	καύσωνας, ο	热浪	heatwave	阳
μποφορ	μποφόρ, τα	蒲福风级	Beaufort	复
ψαρεμ	ψάρεμα, το	钓鱼	fishing	中
ζαλαδ	ζαλάδα, η	头晕	dizziness	阴
φωτογραφικ	φωτογραφικός, -ή, -ό	照相的（φωτογραφική μηχανή 照相机）	photographic	形
δυτικ	δυτικός, -ή, -ό	西的	western	形
κλιμ	κλίμα, το	气候	climate	中
γκρουπ	γκρουπ, το	团，组	group	中
υπερβολικ	υπερβολικός, -ή, -ό	过度的	excessive	形
καταναλων	καταναλώνω	消耗，消费	to consume	动
δροσερ	δροσερός, -ή, -ό	凉爽的	cool	形
δροσ	δροσιά, η	凉意	coolness	阴
μηδεν	μηδέν	零	zero	中
πτωσ	πτώση, η	下降；（语法）格	fall; case	阴
φεγγαρ	φεγγάρι, το	月亮	moon	中
γελασ	γελάω	笑	to laugh	动
πηδηξ	πηδάω	跳	to jump	动
καψω	καίω	烧；烫	to burn	动
σκληρ	σκληρός, -ή, -ό	硬的；严厉的	hard; harsh	形
παραπονιουντ	παραπονιέμαι	抱怨	to complain	动
γκρινιαζ	γκρινιάζω	唠叨，发牢骚	to grumble	动
κερν	κερνάω	请客	to treat; to buy a round	动
βαριουντ	βαριέμαι	觉得无聊；懒得	to be bored; can't be bothered	动
παραμικρ	παραμικρός, -ή, -ό	最小的（το παραμικρό 一丁点）	slightest	形
σωματ	σώμα, το	身体	body	中
επιπεδ	επίπεδο, το	水平，层次	level	中
ευαισθητ	ευαίσθητος, -η, -ο	敏感的	sensitive	形
ανοιχτοχρωμ	ανοιχτόχρωμος, -η, -ο	浅色的	light-coloured	形
θερμ	θερμός, -ή, -ό	热的（ο θερμός 保温瓶）	warm; thermos	形
γκρινιαρ	γκρινιάρης, -α, -ικο	爱抱怨的（人）	grumpy	形
χαλαζ	χαλάζι, το	冰雹	hail	中
πεισματαρ	πεισματάρης, -α, -ικο	固执的（人）	stubborn	形
τσιγκουν	τσιγκούνης, -α, -ικο	吝啬的（人）	stingy	形
πενηνταρ	πενηντάρης, -α	五十来岁的人	fifty-something	阳
μετεωρολογ	μετεωρολόγος, ο/η	气象员	meteorologist	阳
παραπονιαρ	παραπονιάρης, -α, -ικο	爱诉苦的（人）	whiny	形
κουτσομπολ	κουτσομπόλης, -α	爱说闲话的人	gossip	阳
ξεχασιαρ	ξεχασιάρης, -α, -ικο	健忘的（人）	forgetful	形
ψυχρ	ψύχρα, η	寒意	chill	阴
παλιοκαιρ	παλιόκαιρος, ο	鬼天气	lousy weather	阳
ηπιο	ήπιος, -α, -ο	温和的（气候）	mild	形
στρωσ	στρώνω	铺；（雪）积起来	to lay; to settle (snow)	动
αστραπ	αστραπή, η	闪电	lightning	阴
βροντ	βροντή, η	雷	thunder	阴
βαρκ	βάρκα, η	小船	boat	阴
παιχνιδιαρ	παιχνιδιάρης, -α, -ικο	爱玩的（人）	playful	形
μικρουλ	μικρούλης, -α	小不点	little one	阳
πελαγ	πέλαγος, το	大海	open sea	中
προστατευσ	προστατεύω	保护	to protect	动
παραμειν	παραμένω	保持，仍然是	to remain	动
μελλοντ	Μέλλοντας, ο	将来时（语法）	future tense	阳
ενεστωτ	Ενεστώτας, ο	现在时（语法）	present tense	阳
