προσωπικ	προσωπικός, -ή, -ό	个人的（το προσωπικό 员工）	personal; staff	形
επιχειρησ	επιχείρηση, η	企业	business; enterprise	阴
δηλωσ	δήλωση, η	申报，声明	declaration	阴
φροντιστηρι	φροντιστήριο, το	补习学校	tutoring school	中
πτυχι	πτυχίο, το	学位证书	degree	中
υπομον	υπομονή, η	耐心	patience	阴
φορολογικ	φορολογικός, -ή, -ό	税务的（φορολογική δήλωση 报税表）	tax (adj)	形
αναληψ	ανάληψη, η	取款	withdrawal	阴
βλαβ	βλάβη, η	故障	breakdown; fault	阴
βιβλιαρι	βιβλιάριο, το	存折；手册	bankbook; booklet	中
μητρω	Μητρώο, το	登记册（ΑΦΜ 税号）	register	中
διαρρο	διαρροή, η	泄漏	leak	阴
ταχυδρομικω	ταχυδρομικώς	邮寄	by post	副
καταθετ	καταθέτω	递交；存款	to submit; to deposit	动
λογιστ	λογιστής, ο	会计	accountant	阳
ταχυδρομικ	ταχυδρομικός, -ή, -ό	邮政的	postal	形
λογιστρ	λογίστρια, η	女会计	accountant (f)	阴
εργαζ	εργάζομαι	工作（正式用语）	to work	动
συμβαιν	συμβαίνω	发生	to happen	动
χρησιμ	χρήσιμος, -η, -ο	有用的	useful	形
ιδιωτικ	ιδιωτικός, -ή, -ό	私人的	private	形
ανεργι	ανεργία, η	失业	unemployment	阴
ουρα	ουρά, η	队伍；尾巴	queue; tail	阴
συμπληρωσ	συμπληρώνω	填写	to fill in	动
αναγνωστ	αναγνώστης, ο	读者	reader	阳
ενσημ	ένσημα, τα	社保缴费记录	social security stamps	复
εντυπ	έντυπο, το	表格；印刷品	form; printed matter	中
συνταξ	σύνταξη, η	退休金；编写	pension; composition	阴
επιδομ	επίδομα, το	补贴	benefit; allowance	中
ορισμεν	ορισμένος, -η, -ο	某些	certain	形
ικανοποιητικ	ικανοποιητικός, -ή, -ό	令人满意的	satisfactory	形
ταλαιπωρ	ταλαιπωρία, η	折腾，麻烦	hassle; ordeal	阴
δεμα	δέμα, το	包裹	parcel	中
δανει	δάνειο, το	贷款	loan	中
αναμον	αναμονή, η	等候	waiting	阴
αποδοχ	αποδοχές, οι	薪酬	earnings	复
τομε	τομέας, ο	领域，部门	sector; field	阳
δικαιολογητικ	δικαιολογητικά, τα	证明材料	supporting documents	复
κρατικ	κρατικός, -ή, -ό	国家的	state (adj)	形
τμηματ	τμήμα, το	部门；科	department; section	中
περιπολικ	περιπολικό, το	巡逻车	patrol car	中
καταγγελ	καταγγελία, η	举报，投诉	complaint; report	阴
δυσκολευ	δυσκολεύω	使为难（δυσκολεύομαι 感到困难）	to make difficult	动
μηχανημ	μηχάνημα, το	机器，设备	machine	中
ασφαλισμεν	ασφαλισμένος, ο	参保人	insured person	阳
φουσκωμεν	φουσκωμένος, -η, -ο	肿的；胀的	swollen	形
εξυπηρετειτ	εξυπηρετώ	服务，接待	to serve	动
εγκεφαλικ	εγκεφαλικό, το	中风	stroke	中
κατευθειαν	κατευθείαν	直接	straight; directly	副
επικυρωμεν	επικυρωμένος, -η, -ο	经认证的（επικυρωμένο αντίγραφο）	certified	形
αντιγραφ	αντίγραφο, το	副本	copy	中
ξεμπλοκαρ	ξεμπλοκάρω	解锁；疏通	to unblock	动
υποπτ	ύποπτος, -η, -ο	可疑的	suspicious	形
πατηστ	πατάω	按；踩	to press; to step on	动
ανακοινωσ	ανακοίνωση, η	公告	announcement	阴
απορι	απορία, η	疑问	query	阴
βεβαιωσ	βεβαίωση, η	证明（文件）	certificate	阴
εριξ	ρίχνω	扔；投	to throw	动
προθεσμ	προθεσμία, η	期限	deadline	阴
καταγραφ	καταγράφω	记录	to record	动
καρτελ	καρτέλα, η	卡片，档案	card; file	阴
αρχικ	αρχικός, -ή, -ό	最初的	initial	形
στοχ	στόχος, ο	目标	goal; target	阳
ειδικοτητ	ειδικότητα, η	专业，工种	specialty	阴
γεννησεω	γέννηση, η	出生（ημ. γεννήσεως 出生日期）	birth	阴
προστακτικ	Προστακτική, η	命令式（语法）	imperative	阴
