παραδοσιακ	παραδοσιακός, -ή, -ό	传统的	traditional	形
πιατελ	πιατέλα, η	大盘子	platter	阴
εξτρ	έξτρα	额外的，另加的	extra	
μολι	μόλις	刚刚；一…就	just; as soon as	副
αοριστ	Αόριστος, ο	过去时（语法）	past (aorist) tense	阳
εκφρασ	εκφράζω	表达（η έκφραση 表达法）	to express	动
αναβ	ανάβω	点燃；打开（灯、火）	to light; to turn on	动
τροφιμ	τρόφιμα, τα	食品	foodstuffs	复
τρελαιν	τρελαίνομαι	特别喜欢（τρελαίνομαι για…）	to be crazy about	动
κλαι	κλαίω	哭	to cry	动
υπευθυν	υπεύθυνος, -η, -ο	负责的；（名）负责人	responsible; person in charge	形
φοιτητικ	φοιτητικός, -ή, -ό	大学生的	student (adj)	形
εκθεσ	έκθεση, η	作文；展览	essay; exhibition	阴
ορεξ	όρεξη, η	胃口（καλή όρεξη 祝好胃口）	appetite	阴
ποικιλ	ποικιλία, η	品种，多样	variety	阴
διδασκ	διδάσκω	教	to teach	动
τραβα	τραβάω	拉；拍（照片）	to pull; to take (photo)	动
παραγγελν	παραγγέλνω	点菜，订购	to order	动
καταλογ	κατάλογος, ο	菜单；目录	menu; list	阳
λευκ	λευκός, -ή, -ό	白色的（正式）	white	形
βουτα	βουτάω	蘸；跳水	to dip; to dive	动
φυλα	φυλάω	保存；看管	to keep; to guard	动
απλα	απλά	只是，简单地	simply	副
αργι	αργίες, οι	假日	holidays	复
προτιμησ	προτίμηση, η	偏好	preference	阴
ξαπλωσ	ξαπλώνω	躺下	to lie down	动
παραδειγ	παράδειγμα, το	例子	example	中
αρρωσταιν	αρρωσταίνω	生病	to get sick	动
μπλεκ	μπλέκω	卷入（麻烦）	to get involved	动
μεθα	μεθάω	喝醉	to get drunk	动
επεσ	πέφτω	掉；摔倒	to fall	动
βραδακ	βραδάκι, το	傍晚	early evening	中
περιεχομεν	περιεχόμενο, το	内容	content	中
παχαιν	παχαίνω	发胖；使人发胖	to put on weight; to be fattening	动
φρεσκ	φρέσκος, -ια, -ο	新鲜的	fresh	形
κεφτεδ	κεφτές, ο	肉丸	meatball	阳
σημειωμ	σημείωμα, το	便条	note	中
τηγανητ	τηγανητός, -ή, -ό	煎的，炸的	fried	形
γαλακτοκομικ	γαλακτοκομικά, τα	乳制品	dairy products	复
μαγειρεψ	μαγειρεύω	做饭	to cook	动
μαγειρεμ	μαγείρεμα, το	烹饪	cooking	中
νοστιμ	νόστιμος, -η, -ο	好吃的	tasty	形
επιασ	πιάνω	抓住；开始（做）	to catch; to start	动
σεφ	σεφ, ο	厨师长	chef	阳
μπιρ	μπίρα, η	啤酒	beer	阴
κλαμπ	κλαμπ, το	夜店	club	中
μαγειρισσ	μαγείρισσα, η	女厨师	cook (f)	阴
εντον	έντονος, -η, -ο	强烈的	intense; strong	形
βιολογικ	βιολογικός, -ή, -ό	有机的	organic	形
χορτοφαγ	χορτοφάγος, ο/η	素食者	vegetarian	阳
πονεσ	πονάω	疼	to hurt	动
περιληψ	περίληψη, η	摘要	summary	阴
αιματ	αίμα, το	血	blood	中
ψαροταβερν	ψαροταβέρνα, η	海鲜小馆	fish tavern	阴
ουισκ	ουίσκι, το	威士忌	whisky	中
βοτκ	βότκα, η	伏特加	vodka	阴
γενικοτερ	γενικότερα	总的来说	generally	副
διαιτολογ	διαιτολόγος, ο/η	营养师	dietician	阳
γευματ	γεύμα, το	一餐，正餐	meal	中
εξισ	εξίσου	同样地	equally	副
μεριδ	μερίδα, η	一份（菜）	portion	阴
πουρ	πουρές, ο	土豆泥	mashed potato	阳
τσαγκαρ	τσαγκάρης, ο	鞋匠	shoemaker	阳
ζηλευ	ζηλεύω	嫉妒	to be jealous	动
ψησταρ	ψησταριά, η	烤肉店；烤架	grill house	阴
σουβλ	σούβλα, η	烤肉扦	spit (roasting)	阴
μαναβ	μανάβης, ο	果蔬店老板	greengrocer	阳
καφετζ	καφετζής, ο	咖啡馆老板	café owner	阳
σαλτσ	σάλτσα, η	酱汁	sauce	阴
γεμιστ	γεμιστά, τα	酿馅蔬菜（希腊菜）	stuffed vegetables	复
πιτσαρ	πιτσαρία, η	比萨店	pizzeria	阴
χαλβ	χαλβάς, ο	哈尔瓦（芝麻甜点）	halva	阳
ψιλικατζ	ψιλικατζής, ο	小卖部老板	corner-shop keeper	阳
ζορι	ζόρι, το	难处；勉强	difficulty; force	中
ζαχαροπλαστει	ζαχαροπλαστείο, το	糕点店	patisserie	中
λαιτ	λάιτ	低脂的，清淡的	light (low-fat)	形
λιπαρ	λιπαρός, -ή, -ό	油腻的（τα λιπαρά 脂肪）	fatty	形
μεζεδ	μεζές, ο	下酒小菜	meze	阳
γουρουνοπουλ	γουρουνόπουλο, το	烤乳猪	suckling pig	中
χωριατικ	χωριάτικος, -η, -ο	乡村的（χωριάτικη σαλάτα 希腊沙拉）	village (adj)	形
χοιριν	χοιρινός, -ή, -ό	猪肉的	pork (adj)	形
μοσχαρισ	μοσχαρίσιος, -α, -ο	牛肉的	beef (adj)	形
βορι	βοριάς, ο	北风	north wind	阳
υπναρ	υπναράς, ο	贪睡的人	sleepyhead	阳
μπακαλ	μπακάλης, ο	杂货店老板	grocer	阳
χασαπ	χασάπης, ο	肉贩	butcher	阳
σπιτονοικοκυρ	σπιτονοικοκύρης, ο	房东	landlord	阳
παλιατζ	παλιατζής, ο	收旧货的	junk dealer	阳
μαιμουδ	μαϊμού, η	猴子	monkey	阴
νυχτεριν	νυχτερινός, -ή, -ό	夜间的	night (adj)	形
χιλι	χίλιοι, -ες, -α	一千	thousand	
μεζεδοπωλει	μεζεδοπωλείο, το	小菜馆	meze restaurant	中
μπιραρ	μπιραρία, η	啤酒馆	beer house	阴
σχαρ	σχάρα, η	烤架（στη σχάρα 炭烤）	grill	阴
μαγειρευτ	μαγειρευτό, το	炖菜	cooked dish	中
βραστ	βραστός, -ή, -ό	煮的	boiled	形
κανατ	κανάτα, η	水壶，大罐	jug	阴
φασολαδ	φασολάδα, η	白豆汤	bean soup	阴
σελιν	σέλινο, το	芹菜	celery	中
βρασ	βράζω	煮，烧开	to boil	动
ενδιαφερεστ	ενδιαφέρομαι	感兴趣	to be interested	动
κατεψυγμεν	κατεψυγμένος, -η, -ο	冷冻的	frozen	形
γραβιερ	γραβιέρα, η	格拉维拉奶酪	graviera cheese	阴
μεσογειακ	μεσογειακός, -ή, -ό	地中海的	Mediterranean	形
αψητ	άψητος, -η, -ο	没熟的	undercooked	形
