ηλεκτρονικ	ηλεκτρονικός, -ή, -ό	电子的	electronic	形
απαραιτητ	απαραίτητος, -η, -ο	必需的	necessary	形
εντελω	εντελώς	完全地	completely	副
αποζημιωσ	αποζημίωση, η	赔偿	compensation	阴
οθον	οθόνη, η	屏幕	screen	阴
συναλλαγ	συναλλαγή, η	交易	transaction	阴
απευθυν	απευθύνομαι	向…求助；面向	to address; to turn to	动
εξαλλ	εξάλλου	再说，况且	besides	副
σερφαρ	σερφάρω	上网浏览	to surf (the net)	动
εμπιστευ	εμπιστεύομαι	信任	to trust	动
παρεχ	παρέχω	提供	to provide	动
αυτοπτ	αυτόπτης μάρτυρας, ο	目击者	eyewitness	阳
ηπειρωτικ	ηπειρωτικός, -ή, -ό	大陆的	mainland	形
γκισ	γκισέ, το	（银行）柜台	counter; window	中
κερδισ	κερδίζω	赢；赚	to win; to earn	动
καταναλωτ	καταναλωτής, ο	消费者	consumer	阳
διαθεσιμ	διαθέσιμος, -η, -ο	可用的	available	形
πλεον	πλέον	不再；如今	no longer; now	副
τραπεζικ	τραπεζικός, -ή, -ό	银行的	banking	形
σοβαρ	σοβαρός, -ή, -ό	严肃的；严重的	serious	形
