προσληψ	πρόσληψη, η	录用，招聘	hiring	阴
ειδικευσ	ειδίκευση, η	专业方向	specialisation	阴
εργαζομεν	εργαζόμενος, ο	雇员	employee	阳
σταθερ	σταθερός, -ή, -ό	稳定的；固定的	stable; fixed	形
καταλληλ	κατάλληλος, -η, -ο	合适的	suitable	形
επικοινωνησ	επικοινωνώ	联系，沟通	to communicate; to contact	动
απασχολησ	απασχόληση, η	就业（απασχολώ 雇用）	employment	阴
προισταμεν	προϊστάμενος, ο	主管	supervisor	阳
απολυσ	απόλυση, η	解雇	dismissal	阴
συμβασ	σύμβαση, η	合同	contract	阴
επιθεωρησ	επιθεώρηση, η	（劳动）监察，检查	inspection	阴
χρωστα	χρωστάω	欠（钱、人情）	to owe	动
εργοδοτ	εργοδότης, ο	雇主	employer	阳
σπουδασ	σπουδάζω	上大学，攻读	to study (at university)	动
ρεπο	ρεπό, το	休息日	day off	中
δικαιουτ	δικαιούμαι	有权享有	to be entitled to	动
παρελθον	παρελθόν, το	过去	the past	中
προοπτικ	προοπτική, η	前景	prospect	阴
πηρεσ	υπηρεσία, η	服务；（政府）机关	service; department	阴
εξελιξ	εξέλιξη, η	发展，进展	development	阴
απληρωτ	απλήρωτος, -η, -ο	未付款的	unpaid	形
φαση	φάση, η	阶段	phase	阴
εργασιακ	εργασιακός, -ή, -ό	劳动的（εργασιακά δικαιώματα 劳动权利）	labour (adj)	形
συνεργασ	συνεργασία, η	合作	cooperation	阴
δικαστικ	δικαστικός, -ή, -ό	司法的	judicial	形
παραιτειτ	παραιτούμαι	辞职	to resign	动
υπερεργασ	υπερεργασία, η	加班	overtime	阴
προσαυξησ	προσαύξηση, η	加成，附加费	surcharge; increment	阴
