ιντερνετ	ίντερνετ, το	互联网	internet	中
πελατισσ	πελάτισσα, η	女顾客	customer (f)	阴
συγκεκριμεν	συγκεκριμένος, -η, -ο	具体的（συγκεκριμένα 具体来说）	specific	形
μετρητ	μετρητά, τα	现金	cash	复
δοση	δόση, η	分期付款；剂量	instalment; dose	阴
αποδειξ	απόδειξη, η	收据	receipt	阴
μεροκαματ	μεροκάματο, το	日工资	daily wage	中
φαρδυ	φαρδύς, -ιά, -ύ	宽松的	wide; loose	形
παχυ	παχύς, -ιά, -ύ	厚的；胖的	thick; fat	形
καρο	καρό	格子花纹的	checked	形
ριγε	ριγέ	条纹的	striped	形
πωλητρ	πωλήτρια, η	女售货员	saleswoman	阴
βουλ	βούλες, οι	圆点（με βούλες 波点花纹）	polka dots	复
ηδη	ήδη	已经	already	副
διευθυντρ	διευθύντρια, η	女经理，女主管	manager (f)	阴
περιοδ	περίοδος, η	时期，阶段	period	阴
προηγουμεν	προηγούμενος, -η, -ο	前一个的	previous	形
προτερ	εκ των προτέρων	事先，预先	in advance	
λογικ	λογικός, -ή, -ό	合理的（η λογική 逻辑）	reasonable; logic	形
κυριω	κυρίως	主要地	mainly	副
γατακ	γατάκι, το	小猫	kitten	中
νεαρ	νεαρός, -ή, -ό	年轻的；（名）小伙子	young; young man	形
βιαστικ	βιαστικός, -ή, -ό	匆忙的（βιαστικά 匆匆地）	hurried	形
ικανοποιημεν	ικανοποιημένος, -η, -ο	满意的	satisfied	形
καταστη	κατάστημα, το	店铺，商店	shop; store	中
λαικ	λαϊκός, -ή, -ό	民间的（λαϊκή αγορά 露天集市）	popular; folk	形
κουβεντ	κουβέντα, η	交谈，聊天	chat; conversation	阴
φαξ	φαξ, το	传真	fax	中
προιοντ	προϊόν, το	产品	product	中
καφεδακ	καφεδάκι, το	一小杯咖啡	little coffee	中
γυναικε	γυναικείος, -α, -ο	女式的	women's	形
περιεργ	περίεργος, -η, -ο	奇怪的；好奇的	strange; curious	形
επιστρεψ	επιστρέφω	退还；返回	to return	动
βορε	βόρειος, -α, -ο	北的（βόρεια 北部）	northern	形
πιστ	πίστα, η	舞池；跑道	dance floor; track	阴
δοκιμασ	δοκιμάζω	试穿；尝试	to try (on)	动
δεχετ	δέχομαι	接受	to accept	动
ξεπερασ	ξεπερνάω	超过；克服	to exceed; to overcome	动
βαθυ	βαθύς, -ιά, -ύ	深的	deep	形
σκυλακ	σκυλάκι, το	小狗	puppy	中
ανησυχειτ	ανησυχώ	担心	to worry	动
εβγαλ	βγάζω	取出；脱下	to take out; to take off	动
διαλεξ	διαλέγω	挑选	to choose	动
μακαροναδ	μακαρονάδα, η	一份意面	plate of pasta	阴
πανακριβ	πανάκριβος, -η, -ο	贵得离谱的	extremely expensive	形
προλαβ	προλαβαίνω	赶得上，来得及	to make it in time	动
καφετ	καφετής, -ιά, -ί	棕色的	brown	形
χορτ	χόρτα, τα	（煮食的）野菜	wild greens	复
εξυπηρετικ	εξυπηρετικός, -ή, -ό	服务周到的，热心的	helpful	形
εξαρτατ	εξαρτάται	看情况；取决于	it depends	动
πειραξ	πειράζω	打扰；开玩笑（δεν πειράζει 没关系）	to bother; to tease	动
τοποθετησ	τοποθετώ	放置，安装	to place; to install	动
ακολουθησ	ακολουθώ	跟随；遵照	to follow	动
αγρι	άγριος, -α, -ο	野生的；粗暴的	wild; fierce	形
ελαττωματικ	ελαττωματικός, -ή, -ό	有瑕疵的	defective	形
κοριτσακ	κοριτσάκι, το	小女孩	little girl	中
εφτιαξ	φτιάχνω	做；修理	to make; to fix	动
πλατυ	πλατύς, -ιά, -ύ	宽的	broad	形
ελεγχ	ελέγχω	检查，查验	to check	动
ελλειψ	έλλειψη, η	缺乏，短缺	lack; shortage	阴
χθες	χθες	昨天（正式写法）	yesterday	副
παλαιοτερ	παλαιότερα	从前，以前	in the past	副
αποκλειστικ	αποκλειστικά	专门地，仅	exclusively	副
κομπιουτερ	κομπιούτερ, το	电脑	computer	中
βυσσιν	βυσσινής, -ιά, -ί	酒红色的	cherry red	形
μπουτικ	μπουτίκ, η	精品店	boutique	阴
κανελ	κανελής, -ιά, -ί	肉桂色的	cinnamon-coloured	形
παγκ	πάγκος, ο	摊位；柜台	counter; stall	阳
βιτριν	βιτρίνα, η	橱窗	shop window	阴
σταχτ	σταχτής, -ιά, -ί	灰色的	grey	形
ξοδεψ	ξοδεύω	花费（钱）	to spend	动
τσαμπ	τσάμπα	免费；白费	free; in vain	副
βαρυ	βαρύς, -ιά, -ύ	重的	heavy	形
χειροτερ	χειρότερα	更糟	worse	副
λειτουργησ	λειτουργώ	运转；营业	to operate; to work	动
μοντελ	μοντέλο, το	款式；模特	model	中
βιοτεχνι	βιοτεχνία, η	手工作坊，小厂	small factory	阴
καταστηματαρχ	καταστηματάρχης, ο	店主	shopkeeper	阳
εμπορικ	εμπορικός, -ή, -ό	商业的（εμπορικό κέντρο 购物中心）	commercial	形
αξιοτιμ	αξιότιμος, -η, -ο	尊敬的（Αξιότιμε κύριε 尊敬的先生）	esteemed (formal letter)	形
μπα	μπα	才不呢；不会吧（口语）	nah; no way	
