κουρασμεν	κουρασμένος, -η, -ο	疲倦的	tired	形
τυχη	τύχη, η	运气	luck	阴
βασικ	βασικός, -ή, -ό	基本的	basic	形
περιπετε	περιπέτεια, η	冒险，历险	adventure	阴
συνολικ	συνολικά	总共	in total	副
συμμετοχ	συμμετοχή, η	参与	participation	阴
χαλαρωσ	χαλάρωση, η	放松（χαλαρώνω 放松）	relaxation	阴
κομμ	κόμμα, το	逗号；政党	comma; party	中
παρουσιαστρ	παρουσιάστρια, η	女主持人	presenter (f)	阴
ξεκουρασ	ξεκούραση, η	休息	rest	阴
πουλ	πουλάω	卖	to sell	动
συνθ	συνθήκες, οι	条件，情况	conditions	复
σταματ	σταματάω	停止	to stop	动
καταναλωσ	κατανάλωση, η	消费	consumption	阴
παραγραφ	παράγραφος, η	段落	paragraph	阴
αποφυγ	αποφεύγω	避免	to avoid	动
προκαλεσ	προκαλώ	引起，导致	to cause	动
αρχισαν	αρχίζω	开始	to begin	动
καμπαν	καμπάνια, η	（宣传）活动	campaign	阴
προσπαθ	προσπαθώ	努力，试图	to try	动
ευαισθησ	ευαισθησία, η	敏感；关注	sensitivity; awareness	阴
συγχρον	σύγχρονος, -η, -ο	现代的	modern	形
μυαλ	μυαλό, το	头脑	mind; brain	中
εδαφ	έδαφος, το	地面，土壤	ground; soil	中
ξεκινημ	ξεκίνημα, το	开端	start	中
ομαδικ	ομαδικός, -ή, -ό	集体的	group (adj)	形
σπορ	σπορ, τα	运动	sports	复
κολατσι	κολατσιό, το	加餐，便餐	snack	中
ανθυγιειν	ανθυγιεινός, -ή, -ό	不健康的	unhealthy	形
διατροφολογ	διατροφολόγος, ο/η	营养学家	nutritionist	阳
οτιδηποτ	οτιδήποτε	任何东西	anything	
ανακυκλωσιμ	ανακυκλώσιμος, -η, -ο	可回收的	recyclable	形
αδειαζαν	αδειάζω	倒空，腾空	to empty	动
δικαιολογι	δικαιολογία, η	借口	excuse	阴
προστασ	προστασία, η	保护	protection	阴
καθιστικ	καθιστικός, -ή, -ό	久坐的（καθιστική ζωή）	sedentary	形
βηματ	βήμα, το	步；步骤	step	中
