χασμουριεμ	χασμουριέμαι	打哈欠	to yawn	动
κινουμεν	κινούμενα σχέδια, τα	动画片	cartoons	复
προβαλλ	προβάλλω	播放，放映	to broadcast; to screen	动
παρακολουθησ	παρακολουθώ	观看；关注	to watch; to follow	动
αποψ	απόψε	今晚	tonight	副
ενοχλ	ενοχλώ	打扰	to disturb	动
κυκλοφορ	κυκλοφορώ	流通；出行；上市	to circulate; to be out	动
κεφι	κέφι, το	兴致，心情	high spirits; mood	中
ραδιοφωνικ	ραδιοφωνικός, -ή, -ό	广播的	radio (adj)	形
τυχερ	τυχερός, -ή, -ό	幸运的	lucky	形
μεγεθ	μέγεθος, το	大小，尺寸	size	中
παθητικ	παθητική φωνή, η	被动语态（语法）	passive voice	阴
αθλητικ	αθλητικός, -ή, -ό	体育的	sports (adj)	形
τηλεοπτικ	τηλεοπτικός, -ή, -ό	电视的	television (adj)	形
παρον	παρόν, το	现在；出席	the present	中
κερδ	κέρδος, το	利润	profit	中
αναρωτιεμ	αναρωτιέμαι	纳闷，想知道	to wonder	动
περιποι	περιποιούμαι	照料；招待	to look after; to treat	动
συναντιεμ	συναντιέμαι	见面	to meet (each other)	动
γεννιεμ	γεννιέμαι	出生	to be born	动
αρα	άρα	所以	so; therefore	连
εργασιμ	εργάσιμος, -η, -ο	工作日的	working (day)	形
μπλογκ	μπλογκ, το	博客	blog	中
παρουσιαστ	παρουσιαστής, ο	主持人	presenter	阳
μιουζικαλ	μιούζικαλ, το	音乐剧	musical	中
ασχολουντ	ασχολούμαι	从事，忙于	to be occupied with	动
ανδρ	άνδρας, ο	男人（正式）	man	阳
ικανοποι	ικανοποιώ	满足	to satisfy	动
ασπρομαυρ	ασπρόμαυρος, -η, -ο	黑白的	black-and-white	形
ριαλιτ	ριάλιτι, το	真人秀	reality show	中
σιριαλ	σίριαλ, το	电视连续剧	TV series	中
σοου	σόου, το	秀，综艺节目	show	中
ληστ	ληστής, ο	强盗	robber	阳
ληστε	ληστεία, η	抢劫	robbery	阴
συνεννο	συνεννοούμαι	沟通，说妥	to communicate; to agree	动
ενημερωτικ	ενημερωτικός, -ή, -ό	资讯类的	informative; news (adj)	形
τηλεπαιχνιδ	τηλεπαιχνίδι, το	电视游戏节目	TV game show	中
θριλερ	θρίλερ, το	惊悚片	thriller	中
ευχαριστιεμ	ευχαριστιέμαι	感到愉快	to enjoy oneself	动
χρεο	χρέος, το	债务；义务	debt; duty	中
εθνο	έθνος, το	民族，国家	nation	中
ρεπορτερ	ρεπόρτερ, ο/η	记者	reporter	阳
επιστημονικ	επιστημονικός, -ή, -ό	科学的（επιστημονική φαντασία 科幻）	scientific	形
φαντασι	φαντασία, η	想象；幻想	imagination	阴
συμφοιτητρ	συμφοιτήτρια, η	女同学（大学）	fellow student (f)	阴
εντασ	ένταση, η	紧张；音量	tension; volume	阴
κουνιεμ	κουνιέμαι	动，摇晃	to move; to sway	动
γουστ	γούστο, το	口味，品味	taste	中
μηκο	μήκος, το	长度	length	中
επεισοδι	επεισόδιο, το	一集；事件	episode; incident	中
βουλγαρικ	βουλγάρικος, -η, -ο	保加利亚的	Bulgarian	形
αρχισυντακτρ	αρχισυντάκτρια, η	女主编	editor-in-chief (f)	阴
ρωσοφων	ρωσόφωνος, -η, -ο	讲俄语的	Russian-speaking	形
αρνεισ	αρνούμαι	拒绝	to refuse	动
